0;31;35;38;48;14;20;22;51;13;6;40;36;39;34;44;7;4;23;9;10;30;17;42;26;27;5;3;47;18;50;28;21;15;37;49;33;43;29;41;16;25;45;11;1;19;24;32;8;12;2;46;
0;31;43;47;21;44;37;24;33;35;34;39;48;17;7;29;45;36;38;49;12;13;15;4;5;3;18;10;8;20;27;51;26;28;2;30;9;42;50;11;46;41;16;23;14;19;1;6;40;25;32;22;
0;12;26;25;3;36;43;19;22;21;9;32;13;35;45;33;47;8;49;16;34;39;37;38;14;4;20;17;2;7;40;42;31;48;23;24;5;15;50;51;44;18;41;6;1;28;29;30;27;11;10;46;
0;38;24;33;31;21;45;27;46;50;36;8;35;37;43;4;23;47;39;16;30;17;41;29;22;28;42;32;9;1;25;12;19;20;48;44;6;2;5;3;14;34;40;18;49;15;13;51;26;11;7;10;
0;21;48;9;45;1;43;8;18;4;37;14;36;39;30;16;38;50;7;20;17;32;6;31;51;2;27;49;19;15;29;28;25;47;23;33;35;34;42;41;46;3;26;12;11;13;24;5;40;44;22;10;
0;48;23;16;27;43;31;9;19;49;6;1;41;36;37;30;17;4;33;14;39;35;40;44;18;45;47;38;5;50;7;25;29;22;20;42;34;28;3;12;13;10;21;15;26;2;24;11;51;8;32;46;
0;44;7;32;29;35;38;30;21;28;27;11;24;37;15;42;34;45;39;12;46;19;33;43;23;14;3;48;4;5;16;40;49;22;41;26;13;50;51;2;6;1;17;31;9;36;47;8;10;25;18;20;
0;21;36;37;2;10;20;42;41;14;23;24;32;31;35;15;49;30;44;5;4;50;51;48;38;33;34;43;19;29;18;3;26;27;28;1;45;16;8;9;11;46;39;25;17;6;40;7;22;47;13;12;
0;21;31;35;5;3;15;34;8;37;50;49;24;47;45;43;39;23;36;4;46;1;41;11;38;10;27;12;25;30;17;28;6;22;48;19;33;51;13;44;18;40;7;20;32;42;9;2;29;14;16;26;
0;1;41;5;33;36;44;29;21;48;31;46;27;25;14;4;37;35;26;9;15;38;8;19;17;28;20;16;45;34;18;42;3;10;22;47;23;39;49;6;11;50;12;2;13;24;7;40;30;51;32;43;
0;14;5;11;49;19;44;40;34;33;48;31;29;25;46;32;51;13;10;22;16;35;38;36;23;37;45;15;39;24;2;30;17;20;8;9;28;12;43;21;26;27;50;47;4;42;3;7;6;1;41;18;
0;3;5;7;42;1;8;9;22;33;37;36;16;29;15;17;47;27;34;14;48;13;51;45;26;12;20;28;40;4;24;39;44;18;2;19;23;35;38;30;43;50;21;41;6;25;10;46;32;31;11;49;
0;24;1;6;41;14;35;34;33;19;49;45;46;13;44;18;2;42;38;9;12;15;25;26;36;48;22;39;43;37;7;31;4;23;40;8;21;10;51;29;20;16;17;47;27;11;5;3;50;32;28;30;
0;43;12;26;1;4;38;24;32;42;36;34;33;21;35;48;19;22;18;3;46;16;17;28;31;47;5;23;14;6;49;25;27;45;10;40;7;8;9;41;20;30;29;37;39;51;13;15;2;44;50;11;
0;35;34;4;23;50;43;47;37;42;5;39;38;36;15;48;17;49;2;31;33;14;40;16;8;1;27;12;19;28;22;11;25;46;44;45;18;30;21;20;10;13;6;24;26;29;41;3;32;7;9;51;
0;48;36;46;44;24;35;23;47;15;45;31;5;14;30;17;21;18;38;33;2;42;39;29;3;4;37;22;19;49;43;10;32;9;8;40;7;50;27;26;25;28;20;1;51;11;12;6;41;34;16;13;
0;48;31;44;35;16;18;40;2;17;49;37;39;4;1;47;7;22;30;3;5;24;46;25;26;10;27;14;23;34;33;36;28;29;15;21;38;43;19;32;9;45;8;50;13;42;51;41;6;20;12;11;
